,state,state_code,constituency,constituency_code,candidate_name,party,evm_votes,postal_votes,total_votes,percent_of_votes,migrant_votes
4777,Odisha,S18,Bhubaneswar,18,BISWANATH RAMACHANDRA,Freethought Party of India,1497,0,1497,0.15,0
4778,Odisha,S18,Bhubaneswar,18,BHAKTA SEKHAR RAY,Kalinga Sena,1381,1,1382,0.14,0
4779,Odisha,S18,Bhubaneswar,18,JAYANT KUMAR DAS,Independent,2360,0,2360,0.23,0
4780,Odisha,S18,Bhubaneswar,18,MADHU SUDAN YADAV,Independent,1200,0,1200,0.12,0
4781,Odisha,S18,Bhubaneswar,18,MAHESH CHANDRA SETHI,Independent,1491,0,1491,0.15,0
4782,Odisha,S18,Bhubaneswar,18,SANJAYA KUMAR SAHOO,Independent,5873,0,5873,0.58,0
4783,Odisha,S18,Bhubaneswar,18,Susil Kumar Jena,Independent,2665,0,2665,0.27,0
4784,Odisha,S18,Bhubaneswar,18,NOTA,None of the Above,6148,8,6156,0.61,0
4785,Odisha,S18,Bolangir,10,Kalikesh Narayan Singh Deo,Biju Janata Dal,478183,387,478570,36.62,0
4786,Odisha,S18,Bolangir,10,Rana Nag,Bahujan Samaj Party,12191,38,12229,0.94,0
4787,Odisha,S18,Bolangir,10,Samarendra Mishra,Indian National Congress,270712,344,271056,20.74,0
4788,Odisha,S18,Bolangir,10,Sangeeta Kumari Singh Deo,Bharatiya Janata Party,496237,1849,498086,38.12,0
4789,Odisha,S18,Bolangir,10,DINESH NAG,Ambedkarite Party of India,13902,17,13919,1.07,0
4790,Odisha,S18,Bolangir,10,Suresh Kumar Putel,Bahujan Mukti Party,5258,3,5261,0.4,0
4791,Odisha,S18,Bolangir,10,Hrudananda Karuan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5505,3,5508,0.42,0
4792,Odisha,S18,Bolangir,10,Dr. Bipin Kusulia,Independent,6073,2,6075,0.46,0
4793,Odisha,S18,Bolangir,10,NOTA,None of the Above,15989,12,16001,1.22,0
4794,Odisha,S18,Cuttack,14,PANCHANAN KANUNGO,Indian National Congress,99742,105,99847,9.42,0
4795,Odisha,S18,Cuttack,14,PRAKASH MISHRA,Bharatiya Janata Party,401959,1432,403391,38.07,0
4796,Odisha,S18,Cuttack,14,PRAMOD KUMAR MALLICK,Bahujan Samaj Party,4395,13,4408,0.42,0
4797,Odisha,S18,Cuttack,14,BHARTRUHARI MAHTAB,Biju Janata Dal,524117,475,524592,49.51,0
4798,Odisha,S18,Cuttack,14,AKSHAYA KUMAR KAR,Krupaa Party,3822,1,3823,0.36,0
4799,Odisha,S18,Cuttack,14,BISWAJIT GOSWAMI,Kalinga Sena,1358,0,1358,0.13,0
4800,Odisha,S18,Cuttack,14,RAJAKISHORE MALLIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2754,2,2756,0.26,0
4801,Odisha,S18,Cuttack,14,SOMIYA RANJAN DAS,Bharat Prabhat Party,1404,5,1409,0.13,0
4802,Odisha,S18,Cuttack,14,ASHOK PRADHAN,Independent,1355,2,1357,0.13,0
4803,Odisha,S18,Cuttack,14,BRUNDABAN DAS AZAD,Independent,3414,0,3414,0.32,0
4804,Odisha,S18,Cuttack,14,SANJAYA KUMAR SAHOO,Independent,5897,2,5899,0.56,0
4805,Odisha,S18,Cuttack,14,NOTA,None of the Above,7227,9,7236,0.68,0
4806,Odisha,S18,Dhenkanal,9,RAJA KAMAKHYA PRASAD SINGH DEO,Indian National Congress,79987,362,80349,7.1,0
4807,Odisha,S18,Dhenkanal,9,PRADYUMNA KUMAR NAIK,Bahujan Samaj Party,7741,48,7789,0.69,0
4808,Odisha,S18,Dhenkanal,9,MAHESH SAHOO,Biju Janata Dal,521954,930,522884,46.21,0
4809,Odisha,S18,Dhenkanal,9,RUDRA NARAYAN PANY,Bharatiya Janata Party,483978,3494,487472,43.08,0
4810,Odisha,S18,Dhenkanal,9,PRIYABRATA GARNAIK,Hindusthan Nirman Dal,6940,6,6946,0.61,0
4811,Odisha,S18,Dhenkanal,9,BIJAYA KUMAR BEHERA,Ambedkarite Party of India,4736,6,4742,0.42,0
4812,Odisha,S18,Dhenkanal,9,MANASI SWAIN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3285,10,3295,0.29,0
4813,Odisha,S18,Dhenkanal,9,RANJAN KUMAR SAHOO,Bhartiya Manavadhikaar Federal Party,2913,1,2914,0.26,0
4814,Odisha,S18,Dhenkanal,9,SAROJ KUMAR SATPATHY,Samata Kranti Dal,3874,3,3877,0.34,0
4815,Odisha,S18,Dhenkanal,9,NOTA,None of the Above,11242,12,11254,0.99,0
4816,Odisha,S18,Jagatsinghpur,16,PRATIMA MALLICK,Indian National Congress,239114,570,239684,19.5,0
4817,Odisha,S18,Jagatsinghpur,16,BIBHU PRASAD TARAI,Bharatiya Janata Party,346398,1932,348330,28.34,0
4818,Odisha,S18,Jagatsinghpur,16,BIBHUTI BHUSAN MAJHI,Bahujan Samaj Party,5226,18,5244,0.43,0
4819,Odisha,S18,Jagatsinghpur,16,RAJASHREE MALLICK,Biju Janata Dal,618955,1030,619985,50.44,0
4820,Odisha,S18,Jagatsinghpur,16,ANIL KUMAR BEHERA,Freethought Party of India,3585,1,3586,0.29,0
4821,Odisha,S18,Jagatsinghpur,16,JAGANNATH MEGH,Jai Prakash Janata Dal,1237,0,1237,0.1,0
4822,Odisha,S18,Jagatsinghpur,16,DIPAK KUMAR DAS,Akhil Bharat Hindu Mahasabha,1503,0,1503,0.12,0
4823,Odisha,S18,Jagatsinghpur,16,PEEYUUSH DAS,Ambedkarite Party of India,1751,0,1751,0.14,0
4824,Odisha,S18,Jagatsinghpur,16,SASMITA DAS,Independent,1804,9,1813,0.15,0
4825,Odisha,S18,Jagatsinghpur,16,NOTA,None of the Above,6042,15,6057,0.49,0
4826,Odisha,S18,Jajpur,8,AMIYA KANTA MALLICK,Bharatiya Janata Party,438171,4156,442327,40.5,0
4827,Odisha,S18,Jajpur,8,MANAS JENA,Indian National Congress,82834,487,83321,7.63,0
4828,Odisha,S18,Jajpur,8,SARMISTHA SETHI,Biju Janata Dal,542476,1544,544020,49.81,0
4829,Odisha,S18,Jajpur,8,TILOTTAMA SETHY,"Proutist Bloc, India",4467,3,4470,0.41,0
4830,Odisha,S18,Jajpur,8,BHIMA SEN BEHERA,Freethought Party of India,1794,7,1801,0.16,0
4831,Odisha,S18,Jajpur,8,RANJIT MALIK,Bahujan Mukti Party,2041,8,2049,0.19,0
4832,Odisha,S18,Jajpur,8,SUNAKAR BEHERA,Jai Prakash Janata Dal,1982,3,1985,0.18,0
4833,Odisha,S18,Jajpur,8,SUBASA CHANDRA MALIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4934,16,4950,0.45,0
4834,Odisha,S18,Jajpur,8,NOTA,None of the Above,7149,12,7161,0.66,0
4835,Odisha,S18,Kalahandi,11,PUSPENDRA SINGH DEO,Biju Janata Dal,405641,619,406260,33.08,0
4836,Odisha,S18,Kalahandi,11,PREMANANDA BAG,Bahujan Samaj Party,10416,32,10448,0.85,0
4837,Odisha,S18,Kalahandi,11,BASANTA KUMAR PANDA,Bharatiya Janata Party,429710,3364,433074,35.26,0
4838,Odisha,S18,Kalahandi,11,BHAKTA CHARAN DAS,Indian National Congress,317915,1287,319202,25.99,0
4839,Odisha,S18,Kalahandi,11,KAMALINI YADAV,Bahujan Mukti Party,15833,31,15864,1.29,0
4840,Odisha,S18,Kalahandi,11,CHHABILAL NIAL,Ambedkarite Party of India,12391,18,12409,1.01,0
4841,Odisha,S18,Kalahandi,11,HATIRAM DURGA,Independent,9828,8,9836,0.8,0
4842,Odisha,S18,Kalahandi,11,NOTA,None of the Above,21172,27,21199,1.73,0
4843,Odisha,S18,Kandhamal,13,ACHYUTANANDA SAMANTA,Biju Janata Dal,461154,525,461679,49.01,0
4844,Odisha,S18,Kandhamal,13,Amir Nayak,Bahujan Samaj Party,7289,25,7314,0.78,0
4845,Odisha,S18,Kandhamal,13,Manoj Kumar Acharya,Indian National Congress,138647,346,138993,14.76,0
4846,Odisha,S18,Kandhamal,13,Mahameghabahan Aira Kharabela Swain,Bharatiya Janata Party,310883,1580,312463,33.17,0
4847,Odisha,S18,Kandhamal,13,TUNA MALLICK,Communist Party of India (Marxist-Leninist) Red Star,8278,5,8283,0.88,0
4848,Odisha,S18,Kandhamal,13,NOTA,None of the Above,13247,6,13253,1.41,0
4849,Odisha,S18,Kendrapara,15,Anubhav Mohanty,Biju Janata Dal,628109,830,628939,50.87,0
4850,Odisha,S18,Kendrapara,15,DHARANIDHAR NAYAK,Indian National Congress,113648,193,113841,9.21,0
4851,Odisha,S18,Kendrapara,15,BAIJAYANT PANDA,Bharatiya Janata Party,474051,2304,476355,38.53,0
4852,Odisha,S18,Kendrapara,15,Rabindra Nath Behera,Samajwadi Party,5133,5,5138,0.42,0
4853,Odisha,S18,Kendrapara,15,Srikanta Samal,Krupaa Party,1866,2,1868,0.15,0
4854,Odisha,S18,Kendrapara,15,Santosh Kumar Das,Independent,1455,1,1456,0.12,0
4855,Odisha,S18,Kendrapara,15,SANTOSH KUMAR PATRA,Independent,2279,2,2281,0.18,0
4856,Odisha,S18,Kendrapara,15,NOTA,None of the Above,6584,4,6588,0.53,0
4857,Odisha,S18,Keonjhar,4,Ananta Nayak,Bharatiya Janata Party,458064,2092,460156,39.12,0
4858,Odisha,S18,Keonjhar,4,Chandrani Murmu,Biju Janata Dal,525886,473,526359,44.75,0
4859,Odisha,S18,Keonjhar,4,Durga Chandra Pingua,Bahujan Samaj Party,9296,12,9308,0.79,0
4860,Odisha,S18,Keonjhar,4,Mohan Kumar Hembram,Indian National Congress,128542,174,128716,10.94,0
4861,Odisha,S18,Keonjhar,4,Prafulla Nayak,All India Forward Bloc,5864,2,5866,0.5,0
4862,Odisha,S18,Keonjhar,4,Ramesh Laguri,Bahujan Mukti Party,5723,5,5728,0.49,0
4863,Odisha,S18,Keonjhar,4,Dr. Sudarshan Lohar,Rashtriya Indepndent Morcha,10911,3,10914,0.93,0
4864,Odisha,S18,Keonjhar,4,Lalmohan Hansda,Akhil Bharat Hindu Mahasabha,10036,2,10038,0.85,0
4865,Odisha,S18,Keonjhar,4,NOTA,None of the Above,19204,3,19207,1.63,0
4866,Odisha,S18,Koraput,21,KAUSALYA HIKAKA,Biju Janata Dal,366812,704,367516,34.02,0
4867,Odisha,S18,Koraput,21,JAYARAM PANGI,Bharatiya Janata Party,206153,2245,208398,19.29,0
4868,Odisha,S18,Koraput,21,BHASKAR MUTUKA,Bahujan Samaj Party,35668,96,35764,3.31,0
4869,Odisha,S18,Koraput,21,SAPTAGIRI SANKAR ULAKA,Indian National Congress,370434,695,371129,34.36,0
4870,Odisha,S18,Koraput,21,DAMODARA SABAR,Communist Party of India  (Marxist-Leninist)  (Liberation),26112,5,26117,2.42,0
4871,Odisha,S18,Koraput,21,BANAMALI MAJHI,Ambedkarite Party of India,18842,7,18849,1.75,0
4872,Odisha,S18,Koraput,21,RAJENDRA KENDRUKA,Communist Party of India (Marxist-Leninist) Red Star,15826,1,15827,1.47,0
4873,Odisha,S18,Koraput,21,NOTA,None of the Above,36525,36,36561,3.38,0
4874,Odisha,S18,Mayurbhanj,5,DR DEBASHIS MARNDI,Biju Janata Dal,457676,880,458556,39.86,0
4875,Odisha,S18,Mayurbhanj,5,BISHWESWAR TUDU,Bharatiya Janata Party,480253,3559,483812,42.06,0
4876,Odisha,S18,Mayurbhanj,5,RAMCHANDRA SINGH,Bahujan Samaj Party,10223,17,10240,0.89,0
4877,Odisha,S18,Mayurbhanj,5,ANJANI SOREN,Jharkhand Mukti Morcha,135265,287,135552,11.78,0
4878,Odisha,S18,Mayurbhanj,5,BHARAT CHANDRA SINGH,Bahujan Mukti Party,9300,15,9315,0.81,0
4879,Odisha,S18,Mayurbhanj,5,NANDA KISHORE KISKU,Independent,6879,10,6889,0.6,0
4880,Odisha,S18,Mayurbhanj,5,PARBATI PURTY,Independent,13905,32,13937,1.21,0
4881,Odisha,S18,Mayurbhanj,5,RABINDRA NATH SINGH,Independent,10675,24,10699,0.93,0
4882,Odisha,S18,Mayurbhanj,5,NOTA,None of the Above,21336,21,21357,1.86,0
4883,Odisha,S18,Nabarangpur,12,CHANDRADHWAJ MAJHI,Bahujan Samaj Party,28189,716,28905,2.49,0
4884,Odisha,S18,Nabarangpur,12,PRADEEP KUMAR MAJHI,Indian National Congress,349437,1433,350870,30.26,0
4885,Odisha,S18,Nabarangpur,12,BALABHADRA MAJHI,Bharatiya Janata Party,342510,329,342839,29.56,0
4886,Odisha,S18,Nabarangpur,12,RAMESH CHANDRA MAJHI,Biju Janata Dal,392481,23,392504,33.85,0
4887,Odisha,S18,Nabarangpur,12,NOTA,None of the Above,44580,2,44582,3.84,0
4888,Odisha,S18,Puri,17,NRUSINGHA CHARAN DAS,Bahujan Samaj Party,6259,24,6283,0.55,0
4889,Odisha,S18,Puri,17,PINAKI MISRA,Biju Janata Dal,537782,539,538321,47.4,0
4890,Odisha,S18,Puri,17,SATYA PRAKASH NAYAK,Indian National Congress,44599,135,44734,3.94,0
4891,Odisha,S18,Puri,17,Dr Sambit Patra,Bharatiya Janata Party,524504,2103,526607,46.37,0
4892,Odisha,S18,Puri,17,JAYAPRAKASH SETHI,Akhil Bharat Hindu Mahasabha,5005,3,5008,0.44,0
4893,Odisha,S18,Puri,17,Mandakini Sethi,Communist Party of India  (Marxist-Leninist)  (Liberation),2648,3,2651,0.23,0
4894,Odisha,S18,Puri,17,RANJAN MISHRA,Communist Party of India (Marxist-Leninist) Red Star,2311,1,2312,0.2,0
4895,Odisha,S18,Puri,17,Sabyasachi Mohapatra,Kalinga Sena,2485,2,2487,0.22,0
4896,Odisha,S18,Puri,17,NOTA,None of the Above,7210,7,7217,0.64,0
4897,Odisha,S18,Sambalpur,3,NALINI KANTA PRADHAN,Biju Janata Dal,464063,545,464608,41.32,0
4898,Odisha,S18,Sambalpur,3,NITESH GANGA DEB,Bharatiya Janata Party,471382,2388,473770,42.13,0
4899,Odisha,S18,Sambalpur,3,MD. MUSTUKIM,Bahujan Samaj Party,8157,20,8177,0.73,0
4900,Odisha,S18,Sambalpur,3,SARAT PATTANAYAK,Indian National Congress,135672,297,135969,12.09,0
4901,Odisha,S18,Sambalpur,3,Atma Ram Supkar,Pragatishil Samajwadi Party (Lohia),3787,4,3791,0.34,0
4902,Odisha,S18,Sambalpur,3,ASHUTOSH KUMAR HANUMAN,Bharat Prabhat Party,2053,5,2058,0.18,0
4903,Odisha,S18,Sambalpur,3,NABAKISHORE PRADHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2709,6,2715,0.24,0
4904,Odisha,S18,Sambalpur,3,PRABHAT KUMAR DHARUA,Gondvana Gantantra Party,2694,5,2699,0.24,0
4905,Odisha,S18,Sambalpur,3,BINAY OCEAN,Ambedkarite Party of India,6579,2,6581,0.59,0
4906,Odisha,S18,Sambalpur,3,SANTOSHINI KARNA,Ambedkar National Congress,5193,4,5197,0.46,0
4907,Odisha,S18,Sambalpur,3,KANHU CHARAN SANBAD,Independent,5432,2,5434,0.48,0
4908,Odisha,S18,Sambalpur,3,NOTA,None of the Above,13443,13,13456,1.2,0
4909,Odisha,S18,Sundargarh,2,George Tirkey,Indian National Congress,267672,546,268218,24.38,0
4910,Odisha,S18,Sundargarh,2,Jual Oram,Bharatiya Janata Party,498468,1588,500056,45.45,0
4911,Odisha,S18,Sundargarh,2,Sunita Biswal,Biju Janata Dal,276710,281,276991,25.18,0
4912,Odisha,S18,Sundargarh,2,Justin Lugun,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),9516,8,9524,0.87,0
4913,Odisha,S18,Sundargarh,2,Dayananda Bhitria,Hindusthan Nirman Dal,4027,0,4027,0.37,0
4914,Odisha,S18,Sundargarh,2,Basil Ekka,Aam Aadmi Party,6605,9,6614,0.6,0
4915,Odisha,S18,Sundargarh,2,Udit Chandra Amat,Independent,6230,4,6234,0.57,0
4916,Odisha,S18,Sundargarh,2,Miss Juspin Lakra,Independent,14779,11,14790,1.34,0
4917,Odisha,S18,Sundargarh,2,NOTA,None of the Above,13665,10,13675,1.24,0
4918,Puducherry,U07,Puducherry,1,Dr. NARAYANASAMY KESAVAN,All India N.R. Congress,247844,112,247956,31.36,0
4919,Puducherry,U07,Puducherry,1,A.G.PATHIMARAJ,Bahujan Samaj Party,2685,4,2689,0.34,0
4920,Puducherry,U07,Puducherry,1,Ve. VAITHILINGAM,Indian National Congress,444646,335,444981,56.27,0
4921,Puducherry,U07,Puducherry,1,K.ARUNACHALAM,Agila India Makkal Kazhagam,2199,2,2201,0.28,0
4922,Puducherry,U07,Puducherry,1,Dr.M.A.S. SUBRAMANIAN,Makkal Needhi Maiam,38046,22,38068,4.81,0
4923,Puducherry,U07,Puducherry,1,S. THIRUGNANAM,Anti Corruption Dynamic Party,673,1,674,0.09,0
4924,Puducherry,U07,Puducherry,1,BASKARAN.S,Puducherry Development  Party,1318,1,1319,0.17,0
4925,Puducherry,U07,Puducherry,1,MUTHU.U,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1285,0,1285,0.16,0
4926,Puducherry,U07,Puducherry,1,S.MOTHILAL,Communist Party of India  (Marxist-Leninist)  (Liberation),904,1,905,0.11,0
4927,Puducherry,U07,Puducherry,1,N.SHARMILA BEGUM,Naam Tamilar Katchi,22842,15,22857,2.89,0
4928,Puducherry,U07,Puducherry,1,K. RAMADOSS,Independent,542,1,543,0.07,0
4929,Puducherry,U07,Puducherry,1,KRISHNAMURTHY.M,Independent,3579,0,3579,0.45,0
4930,Puducherry,U07,Puducherry,1,THANGAVELU.S,Independent,1002,0,1002,0.13,0
4931,Puducherry,U07,Puducherry,1,N. TAMIZH MARANE,Independent,4785,6,4791,0.61,0
4932,Puducherry,U07,Puducherry,1,TIRAVITAMANKAI@LOURDHUMARY,Independent,870,0,870,0.11,0
4933,Puducherry,U07,Puducherry,1,IMS. BALAJI,Independent,2546,0,2546,0.32,0
4934,Puducherry,U07,Puducherry,1,RAMESH.D,Independent,1653,0,1653,0.21,0
4935,Puducherry,U07,Puducherry,1,V. RAMAMURTHI,Independent,641,1,642,0.08,0
4936,Puducherry,U07,Puducherry,1,NOTA,None of the Above,12192,7,12199,1.54,0
4937,Punjab,S19,Amritsar,2,HARDEEP SINGH PURI,Bharatiya Janata Party,344049,1357,345406,40.19,0
4938,Punjab,S19,Amritsar,2,KULDIP SINGH DHALIWAL,Aam Aadmi Party,19800,287,20087,2.34,0
4939,Punjab,S19,Amritsar,2,GURJEET SINGH AUJLA,Indian National Congress,444052,980,445032,51.78,0
4940,Punjab,S19,Amritsar,2,DASWINDER KAUR,Communist Party of India,16278,57,16335,1.9,0
4941,Punjab,S19,Amritsar,2,SATNAM SINGH,Democratic Party of India (Ambedkar),786,13,799,0.09,0
4942,Punjab,S19,Amritsar,2,KAWALJIT SINGH SAHOTA,Bahujan Samaj Party  (Ambedkar),733,41,774,0.09,0
4943,Punjab,S19,Amritsar,2,KEWAL KRISHAN,Bahujan Mukti Party,668,10,678,0.08,0
4944,Punjab,S19,Amritsar,2,GAGANDEEP KUMAR,Shivsena,1186,7,1193,0.14,0
4945,Punjab,S19,Amritsar,2,LAKHWINDER SINGH SIDHU,Republican Party of India (A),1316,9,1325,0.15,0
4946,Punjab,S19,Amritsar,2,SARABJIT SINGH,Independent,549,12,561,0.07,0
4947,Punjab,S19,Amritsar,2,SHAMSHER SINGH,Independent,508,6,514,0.06,0
4948,Punjab,S19,Amritsar,2,SANJEEV KUMAR,Independent,487,2,489,0.06,0
4949,Punjab,S19,Amritsar,2,SANDEEP SINGH,Independent,1017,2,1019,0.12,0
4950,Punjab,S19,Amritsar,2,SHAM LAL GANDHIWADI,Independent,3250,1,3251,0.38,0
4951,Punjab,S19,Amritsar,2,SUNIL KUMAR BHATTI,Independent,702,1,703,0.08,0
4952,Punjab,S19,Amritsar,2,SUNIL KUMAR MATTU,Independent,3204,0,3204,0.37,0
4953,Punjab,S19,Amritsar,2,SHUBHAM KUMAR,Independent,2310,1,2311,0.27,0
4954,Punjab,S19,Amritsar,2,SUMAN SINGH,Independent,433,0,433,0.05,0
4955,Punjab,S19,Amritsar,2,SURJIT SINGH,Independent,1607,2,1609,0.19,0
4956,Punjab,S19,Amritsar,2,HARJINDER SINGH,Independent,539,2,541,0.06,0
4957,Punjab,S19,Amritsar,2,KASHMIR SINGH,Independent,467,2,469,0.05,0
4958,Punjab,S19,Amritsar,2,KABAL SINGH,Independent,258,2,260,0.03,0
4959,Punjab,S19,Amritsar,2,GAUTAM,Independent,380,1,381,0.04,0
4960,Punjab,S19,Amritsar,2,CHAND KUMAR,Independent,233,2,235,0.03,0
4961,Punjab,S19,Amritsar,2,CHAIN SINGH BAINKA,Independent,445,2,447,0.05,0
4962,Punjab,S19,Amritsar,2,JASPAL SINGH,Independent,271,0,271,0.03,0
4963,Punjab,S19,Amritsar,2,BALWINDER SINGH,Independent,334,1,335,0.04,0
4964,Punjab,S19,Amritsar,2,BAL KRISHAN,Independent,598,2,600,0.07,0
4965,Punjab,S19,Amritsar,2,MOHINDER SINGH,Independent,899,2,901,0.1,0
4966,Punjab,S19,Amritsar,2,MOHINDER SINGH NAMDHARI,Independent,586,1,587,0.07,0
4967,Punjab,S19,Amritsar,2,NOTA,None of the Above,8713,50,8763,1.02,0
4968,Punjab,S19,Anandpur Sahib,6,Sodhi Vikram Singh,Bahujan Samaj Party,146077,364,146441,13.54,0
4969,Punjab,S19,Anandpur Sahib,6,Narinder Singh Shergill,Aam Aadmi Party,52539,513,53052,4.9,0
4970,Punjab,S19,Anandpur Sahib,6,Professor Prem Singh Chandumajra,Shiromani Akali Dal,379552,1609,381161,35.24,0
4971,Punjab,S19,Anandpur Sahib,6,Manish Tewari,Indian National Congress,426904,1141,428045,39.57,0
4972,Punjab,S19,Anandpur Sahib,6,Raghunath Singh,Communist Party of India  (Marxist),10638,27,10665,0.99,0
4973,Punjab,S19,Anandpur Sahib,6,Ashwani Kumar,Hindustan Shakti Sena,1707,25,1732,0.16,0
4974,Punjab,S19,Anandpur Sahib,6,Dr. Sukhdeep Kaur,Janral Samaj Party,942,86,1028,0.1,0
4975,Punjab,S19,Anandpur Sahib,6,Surinder Kaur Mangat,Rashtriya Janshakti Party (Secular),1097,9,1106,0.1,0
4976,Punjab,S19,Anandpur Sahib,6,Harmesh Sharma,Jai Jawan Jai Kisan Party,910,21,931,0.09,0
4977,Punjab,S19,Anandpur Sahib,6,Kawaljeet Singh,Hind Congress Party,866,36,902,0.08,0
4978,Punjab,S19,Anandpur Sahib,6,Kulwinder Kaur,Ambedkarite Party of India,1911,18,1929,0.18,0
4979,Punjab,S19,Anandpur Sahib,6,Gurbinder Singh Sonu,Peoples Party of India (Democratic),1516,6,1522,0.14,0
4980,Punjab,S19,Anandpur Sahib,6,Jodh Singh Thandi,Bhartiya Lok Seva Dal,2904,17,2921,0.27,0
4981,Punjab,S19,Anandpur Sahib,6,Faqir Chand,Shivsena,2397,68,2465,0.23,0
4982,Punjab,S19,Anandpur Sahib,6,Bir Devinder Singh,Shiromani Akali Dal (Taksali),10315,109,10424,0.96,0
4983,Punjab,S19,Anandpur Sahib,6,Bargava Reddy D,Pyramid Party of India,2820,4,2824,0.26,0
4984,Punjab,S19,Anandpur Sahib,6,Avtar Singh,Independent,3637,9,3646,0.34,0
4985,Punjab,S19,Anandpur Sahib,6,Ashish Garg,Independent,2782,2,2784,0.26,0
4986,Punjab,S19,Anandpur Sahib,6,Sunaina,Independent,1882,30,1912,0.18,0
4987,Punjab,S19,Anandpur Sahib,6,Kirpal Kaur,Independent,2141,30,2171,0.2,0
4988,Punjab,S19,Anandpur Sahib,6,Charan Dass,Independent,958,2,960,0.09,0
4989,Punjab,S19,Anandpur Sahib,6,Jagneet Singh Balsuan,Independent,1114,3,1117,0.1,0
4990,Punjab,S19,Anandpur Sahib,6,Dr. Paramjeet Singh Ranu,Independent,1313,3,1316,0.12,0
4991,Punjab,S19,Anandpur Sahib,6,Manmohan Singh,Independent,1381,1,1382,0.13,0
4992,Punjab,S19,Anandpur Sahib,6,Rakesh Kumar,Independent,1008,3,1011,0.09,0
4993,Punjab,S19,Anandpur Sahib,6,Vikram Singh John,Independent,1141,4,1145,0.11,0
4994,Punjab,S19,Anandpur Sahib,6,NOTA,None of the Above,17069,66,17135,1.58,0
4995,Punjab,S19,Bathinda,11,Amrinder Singh Raja Warring,Indian National Congress,469412,1640,471052,39.23,0
4996,Punjab,S19,Bathinda,11,Harsimrat Kaur Badal,Shiromani Akali Dal,490811,2013,492824,41.04,0
4997,Punjab,S19,Bathinda,11,Prof. Baljinder Kaur,Aam Aadmi Party,133728,670,134398,11.19,0
4998,Punjab,S19,Bathinda,11,Swarn Singh Dhaliwal,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5082,24,5106,0.43,0
4999,Punjab,S19,Bathinda,11,Sukhchain Singh Bhargav,Hindustan Shakti Sena,1777,17,1794,0.15,0
5000,Punjab,S19,Bathinda,11,Sukhpal Singh Khaira,Punjab Ekta Party,37854,345,38199,3.18,0
5001,Punjab,S19,Bathinda,11,Gursewak Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),3777,43,3820,0.32,0
5002,Punjab,S19,Bathinda,11,Gurmeet Singh Insa,Punjab Labour Party,678,14,692,0.06,0
5003,Punjab,S19,Bathinda,11,Dr. Jagsir Singh Mrar,Bahujan Mukti Party,1047,19,1066,0.09,0
5004,Punjab,S19,Bathinda,11,Rtd. Subedar Major Jagdev Singh Raipur,Bhartiya Lok Seva Dal,1737,28,1765,0.15,0
5005,Punjab,S19,Bathinda,11,Baljinder Kumar Sangila,Socialist Party (India),1394,12,1406,0.12,0
5006,Punjab,S19,Bathinda,11,Bhagwant Singh Samaon,Communist Party of India  (Marxist-Leninist)  (Liberation),5372,9,5381,0.45,0
5007,Punjab,S19,Bathinda,11,Bhupinder Singh Bhainda Waring,Samaj Adhikar Kalyan Party,1298,4,1302,0.11,0
5008,Punjab,S19,Bathinda,11,Amrik Singh,Independent,1664,12,1676,0.14,0
5009,Punjab,S19,Bathinda,11,Sandeep Kumar,Independent,2726,5,2731,0.23,0
5010,Punjab,S19,Bathinda,11,Surjeet Singh,Independent,5869,3,5872,0.49,0
5011,Punjab,S19,Bathinda,11,Harpal Singh,Independent,4626,1,4627,0.39,0
5012,Punjab,S19,Bathinda,11,Kartar Singh,Independent,2978,0,2978,0.25,0
5013,Punjab,S19,Bathinda,11,Gurcharan Singh,Independent,1484,1,1485,0.12,0
5014,Punjab,S19,Bathinda,11,Gurmail Singh,Independent,800,4,804,0.07,0
5015,Punjab,S19,Bathinda,11,Teja Singh,Independent,1446,2,1448,0.12,0
5016,Punjab,S19,Bathinda,11,Nahar Singh,Independent,956,4,960,0.08,0
5017,Punjab,S19,Bathinda,11,Bhola Singh Sahota,Independent,882,2,884,0.07,0
5018,Punjab,S19,Bathinda,11,Manjit Kaur,Independent,1067,5,1072,0.09,0
5019,Punjab,S19,Bathinda,11,Ranveer Singh Rana,Independent,911,2,913,0.08,0
5020,Punjab,S19,Bathinda,11,Prof. Lakhbir Singh,Independent,1145,9,1154,0.1,0
5021,Punjab,S19,Bathinda,11,Veerpal Kaur,Independent,2069,9,2078,0.17,0
5022,Punjab,S19,Bathinda,11,NOTA,None of the Above,13220,103,13323,1.11,0
5023,Punjab,S19,Faridkot,9,Prof. Sadhu Singh,Aam Aadmi Party,114610,709,115319,11.83,0
5024,Punjab,S19,Faridkot,9,Gulzar Singh Ranike,Shiromani Akali Dal,334674,1135,335809,34.44,0
